title,url
Obey Me,https://mangalivre.net/manga/obey-me/11880
Unnamed Memory,https://mangalivre.net/manga/unnamed-memory/11569
Tengen Hero Wars,https://mangalivre.net/manga/tengen-hero-wars/14223
Return of the Female Knight,https://mangalivre.net/manga/return-of-the-female-knight/12273
Agi Hwanghunim - Baby Empress,https://mangalivre.net/manga/agi-hwanghunim---baby-empress/12790
My Husband Hides His Beauty,https://mangalivre.net/manga/my-husband-hides-his-beauty/10695
"Shi ni Modori, Subete wo Sukuu Tame ni Saikyou He to Itaru",https://mangalivre.net/manga/shi-ni-modori-subete-wo-sukuu-tame-ni-saikyou-he-to-itaru/8909
Miracle! Hero-nim,https://mangalivre.net/manga/miracle-hero-nim/2619
Kono Oto Tomare!,https://mangalivre.net/manga/kono-oto-tomare/3753
Kenja ga Nakama ni Natta!,https://mangalivre.net/manga/kenja-ga-nakama-ni-natta/12347
Superstar Rivalry,https://mangalivre.net/manga/superstar-rivalry/14260
Ring My Bell!,https://mangalivre.net/manga/ring-my-bell/10994
Kaette kudasai! Akutsu-san,https://mangalivre.net/manga/kaette-kudasai-akutsu-san/9527
Hypnosis School,https://mangalivre.net/manga/hypnosis-school/13295
Akuyaku Reijou no Tsuihougo!: Kyoukai Kaikaku Gohan de Yuuyuu Sister-gurashi,https://mangalivre.net/manga/akuyaku-reijou-no-tsuihougo-kyoukai-kaikaku-gohan-de-yuuyuu-sister-gurashi/12381
Is There an Empty Room?,https://mangalivre.net/manga/is-there-an-empty-room/12233
The World Is Mine,https://mangalivre.net/manga/the-world-is-mine/10097
Tsurezure Children,https://mangalivre.net/manga/tsurezure-children/4823
Can We Become a Family?,https://mangalivre.net/manga/can-we-become-a-family/13624
Uruwashi no Yoi no Tsuki,https://mangalivre.net/manga/uruwashi-no-yoi-no-tsuki/10403
Humor Me,https://mangalivre.net/manga/humor-me/10721
Seirou Opera,https://mangalivre.net/manga/seirou-opera/3151
Xiuxian Jiu Yao Bang Fupo - Cultivating Immortality Requires a Rich Woman,https://mangalivre.net/manga/xiuxian-jiu-yao-bang-fupo---cultivating-immortality-requires-a-rich-woman/14290
Your Eternal Lies,https://mangalivre.net/manga/your-eternal-lies/14307
Hajime no Ippo,https://mangalivre.net/manga/hajime-no-ippo/284
Return of the Broken Constellation,https://mangalivre.net/manga/return-of-the-broken-constellation/14159
Memorize,https://mangalivre.net/manga/memorize/10872
Douluo Dalu (Manhua),https://mangalivre.net/manga/douluo-dalu-manhua/2607
Villain to Kill,https://mangalivre.net/manga/villain-to-kill/12029
unOrdinary,https://mangalivre.net/manga/unordinary/7475
Mishiranu Joshikousei ni Kankin sareta Mangaka no Hanashi,https://mangalivre.net/manga/mishiranu-joshikousei-ni-kankin-sareta-mangaka-no-hanashi/13492
Shingeki no Eroko-san: Hen na Oneesan wa Danshikousei to Nakayoku Naritai,https://mangalivre.net/manga/shingeki-no-eroko-san-hen-na-oneesan-wa-danshikousei-to-nakayoku-naritai/9585
Our Relationship is,https://mangalivre.net/manga/our-relationship-is/4853
Futsuu ni Naritai,https://mangalivre.net/manga/futsuu-ni-naritai/6684
Miss Scum Slayer Reborn,https://mangalivre.net/manga/miss-scum-slayer-reborn/14111
Promise Cinderella,https://mangalivre.net/manga/promise-cinderella/12385
Nazotoki yori mo Taihen da,https://mangalivre.net/manga/nazotoki-yori-mo-taihen-da/14306
Return Shikkoku no Ghost Rika,https://mangalivre.net/manga/return-shikkoku-no-ghost-rika/14128
Tengen Hero Taisen,https://mangalivre.net/manga/tengen-hero-taisen/14208
"Henkyou Gurashi no Maou, Tensei shite Saikyou no Majutsushi ni naru",https://mangalivre.net/manga/henkyou-gurashi-no-maou-tensei-shite-saikyou-no-majutsushi-ni-naru/12412
The Previous Life Murim Ranker,https://mangalivre.net/manga/the-previous-life-murim-ranker/13911
Adam's Rib,https://mangalivre.net/manga/adams-rib/14131
Kkocheul Mun Jimseung - Beast with Flowers,https://mangalivre.net/manga/kkocheul-mun-jimseung---beast-with-flowers/10297
Kakkou no Iinazuke,https://mangalivre.net/manga/kakkou-no-iinazuke/9079
Sousei no Onmyouji,https://mangalivre.net/manga/sousei-no-onmyouji/1283
Solo Necromancy,https://mangalivre.net/manga/solo-necromancy/13601
Solo Necromancy,https://mangalivre.net/manga/solo-necromancy/13601
My Family Is Obsessed With Me,https://mangalivre.net/manga/my-family-is-obsessed-with-me/14324
Onee Joou to Shirayuki Hime,https://mangalivre.net/manga/onee-joou-to-shirayuki-hime/11731
Rooftop Sword Master,https://mangalivre.net/manga/rooftop-sword-master/10357
Virus Girlfriend,https://mangalivre.net/manga/virus-girlfriend/8433
Rise From The Rubble,https://mangalivre.net/manga/rise-from-the-rubble/12576
Ultra Alter,https://mangalivre.net/manga/ultra-alter/13631
Tonari no Uchuubito ga Kowai,https://mangalivre.net/manga/tonari-no-uchuubito-ga-kowai/14328
Citrus+,https://mangalivre.net/manga/citrus/7764
I Won’t Accept Your Regret,https://mangalivre.net/manga/i-wont-accept-your-regret/14273
Isekai de Slow Life wo (Ganbou),https://mangalivre.net/manga/isekai-de-slow-life-wo-ganbou/9134
"Give Me a Flower, and I'll Give You All of Me",https://mangalivre.net/manga/give-me-a-flower-and-ill-give-you-all-of-me/10150
"Spare Me, Great Lord",https://mangalivre.net/manga/spare-me-great-lord/9275
"Majime Dakedo, Shitain Desu!",https://mangalivre.net/manga/majime-dakedo-shitain-desu/13214
Hitoribocchi no Isekai Kouryaku,https://mangalivre.net/manga/hitoribocchi-no-isekai-kouryaku/8778
"Like Husband, Like Son",https://mangalivre.net/manga/like-husband-like-son/14011
Kanpeki Shugi Otoko ni Semarareteimasu,https://mangalivre.net/manga/kanpeki-shugi-otoko-ni-semarareteimasu/13059
How to Get My Husband on My Side,https://mangalivre.net/manga/how-to-get-my-husband-on-my-side/13842
Hariko no Otome,https://mangalivre.net/manga/hariko-no-otome/11891
"Hachi-nan tte, Sore wa Nai deshou!",https://mangalivre.net/manga/hachi-nan-tte-sore-wa-nai-deshou/4774
Boku no Tsuma wa Kanjou ga Nai,https://mangalivre.net/manga/boku-no-tsuma-wa-kanjou-ga-nai/11231
The Three Are Living a Married Life,https://mangalivre.net/manga/the-three-are-living-a-married-life/13604
"Ryuusa no Ori: Kokoro no Naka no ""Kokoro""",https://mangalivre.net/manga/ryuusa-no-ori-kokoro-no-naka-no-kokoro/11964
Namae no nai Kaibutsu - Kumo to Shoujo to Ryoki Satsujin,https://mangalivre.net/manga/namae-no-nai-kaibutsu---kumo-to-shoujo-to-ryoki-satsujin/9499
Dark Star Emperor,https://mangalivre.net/manga/dark-star-emperor/10382
Somehow I Raised a Prince,https://mangalivre.net/manga/somehow-i-raised-a-prince/14327
Shokei Shoujo no Virgin Road,https://mangalivre.net/manga/shokei-shoujo-no-virgin-road/13708
Solo Leveling,https://mangalivre.net/manga/solo-leveling/7702
One Of Them Is A Devil,https://mangalivre.net/manga/one-of-them-is-a-devil/13276
"Kekkon suru tte, Hontou desu ka: 365 Days to the Wedding",https://mangalivre.net/manga/kekkon-suru-tte-hontou-desu-ka-365-days-to-the-wedding/9670
